CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
ASSAULT,10/06/2017 10:29:00 PM,17-052535,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,9200 BIRCH ST,Oakland,CA,"9200 BIRCH ST
Oakland, CA
(37.75083, -122.167987)"
ASSAULT,11/23/2017 09:56:00 PM,17-061258,EXHIBIT FIREARM,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.805162, -122.293993)"
THEFT/LARCENY,09/01/2017 04:48:00 PM,17-045915,THEFT,02Y,1700 9TH ST,Oakland,CA,"1700 9TH ST
Oakland, CA
(37.809025, -122.29966)"
DRUGS/ALCOHOL VIOLATIONS,11/24/2017 11:17:00 AM,17-061341,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,26Y,800 66TH AVE,Oakland,CA,"800 66TH AVE
Oakland, CA
(37.756056, -122.202632)"
ROBBERY,11/24/2017 11:45:00 PM,17-061272,ROBBERY-FIREARM,21Y,2100 34TH AVE,Oakland,CA,"2100 34TH AVE
Oakland, CA
(37.784055, -122.21942)"
THEFT/LARCENY,09/04/2017 09:15:00 PM,17-046683,GRAND THEFT,25Y,570B CANYON OAKS DR.,Oakland,CA,"570B CANYON OAKS DR.
Oakland, CA
(37.772918, -122.147245)"
ASSAULT,09/05/2017 04:45:00 PM,17-046975,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,200 28TH ST,Oakland,CA,"200 28TH ST
Oakland, CA
(37.815976, -122.261566)"
ASSAULT,09/01/2017 11:10:00 AM,17-045852,BATTERY,34X,1600 90TH AV,Oakland,CA,"1600 90TH AV
Oakland, CA
(37.750699, -122.171975)"
THEFT/LARCENY,09/08/2017 06:00:00 PM,17-914109,BURGLARY-AUTO,09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.826131, -122.251347)"
DRUGS/ALCOHOL VIOLATIONS,11/10/2017 10:00:00 PM,17-059072,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,07X,3500 PERALTA ST,Oakland,CA,"3500 PERALTA ST
Oakland, CA
(37.826565, -122.281803)"
THEFT/LARCENY,09/30/2017 01:43:00 AM,17-052294,GRAND THEFT,19X,1100 3RD AV,Oakland,CA,"1100 3RD AV
Oakland, CA
(37.796031, -122.257173)"
ASSAULT,08/31/2017 09:42:00 PM,17-045759,BATTERY,33X,9600 E ST,Oakland,CA,"9600 E ST
Oakland, CA
(37.742882, -122.177586)"
VANDALISM,09/18/2017 07:00:00 PM,17-914745,VANDALISM,31Y,8300 EDES AV,Oakland,CA,"8300 EDES AV
Oakland, CA
(37.744722, -122.195953)"
THEFT/LARCENY,10/22/2017 08:00:00 PM,17-916776,BURGLARY-AUTO,,21ST ST,Oakland,CA,"21ST ST
Oakland, CA
"
VANDALISM,09/05/2017 08:45:00 PM,17-046786,VANDALISM:DAMAGE PROPERTY,27X,1400 HIGH ST,Oakland,CA,"1400 HIGH ST
Oakland, CA
(37.772646, -122.214456)"
MOTOR VEHICLE THEFT,10/04/2017 04:00:00 PM,17-052248,VEHICLE THEFT - AUTO,10X,900 63RD ST,Oakland,CA,"900 63RD ST
Oakland, CA
(37.847209, -122.276108)"
ROBBERY,09/05/2017 07:29:00 PM,17-046709,ATTEMPTED ROBBERY-STRONG-ARM,27X,4400 FOOTHILL BLVD,Oakland,CA,"4400 FOOTHILL BLVD
Oakland, CA
(37.774438, -122.21131)"
MOTOR VEHICLE THEFT,09/01/2017 07:30:00 PM,17-045930,SC STOLEN VEHICLE - AUTO,30X,1900 73RD AV,Oakland,CA,"1900 73RD AV
Oakland, CA
(37.762121, -122.182527)"
DRUGS/ALCOHOL VIOLATIONS,10/17/2017 04:34:00 PM,17-054555,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,07X,3100 FILBERT ST,Oakland,CA,"3100 FILBERT ST
Oakland, CA
(37.821962, -122.278204)"
THEFT/LARCENY,10/03/2017 12:10:00 PM,17-051985,THEFT,14Y,3700 GRAND AV,Oakland,CA,"3700 GRAND AV
Oakland, CA
(37.816496, -122.245445)"
VANDALISM,11/23/2017 10:00:00 PM,17-061292,VANDALISM,33X,1100 ELMHURST AVE,Oakland,CA,"1100 ELMHURST AVE
Oakland, CA
(37.743625, -122.176935)"
ASSAULT,11/24/2017 06:55:00 AM,17-061330,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,23X,4000 ALAMEDA AV,Oakland,CA,"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
BURGLARY,08/29/2017 07:15:00 AM,17-045365,BURGLARY-FORCIBLE ENTRY,33X,1000 86TH AV,Oakland,CA,"1000 86TH AV
Oakland, CA
(37.749604, -122.182867)"
MOTOR VEHICLE THEFT,09/04/2017 11:30:00 AM,17-048604,VEHICLE THEFT - AUTO,07X,1000 32ND ST,Oakland,CA,"1000 32ND ST
Oakland, CA
(37.82306, -122.277962)"
THEFT/LARCENY,11/01/2017 09:00:00 AM,17-057717,THEFT,14X,300 BELLEVUE AV,Oakland,CA,"300 BELLEVUE AV
Oakland, CA
(37.812612, -122.253365)"
VANDALISM,09/04/2017 11:00:00 PM,17-913970,VANDALISM,02Y,900 CHESTER ST,Oakland,CA,"900 CHESTER ST
Oakland, CA
(37.807849, -122.295173)"
THEFT/LARCENY,09/05/2017 06:40:00 PM,17-914054,BURGLARY-AUTO,02X,1200 WEST ST,Oakland,CA,"1200 WEST ST
Oakland, CA
(37.806222, -122.280344)"
MOTOR VEHICLE THEFT,09/01/2017 02:23:00 PM,17-044448,VEHICLE THEFT - AUTO,30X,7700 LOCKWOOD ST.,Oakland,CA,"7700 LOCKWOOD ST.
Oakland, CA
(37.760856, -122.179057)"
MOTOR VEHICLE THEFT,10/12/2017 07:00:00 PM,17-054495,VEHICLE THEFT - AUTO,23X,3700 ALAMEDA AVE,Oakland,CA,"3700 ALAMEDA AVE
Oakland, CA
(37.76823, -122.226942)"
ROBBERY,10/15/2017 06:39:00 PM,17-054054,ATTEMPTED ROBBERY-FIREARM,17X,800 E 19TH ST,Oakland,CA,"800 E 19TH ST
Oakland, CA
(37.79658, -122.246456)"
FRAUD,10/25/2017 03:40:00 PM,17-916871,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,900 SCOTT ST,Oakland,CA,"900 SCOTT ST
Oakland, CA
(37.815574, -122.242594)"
ASSAULT,08/28/2017 04:00:00 PM,17-045142,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,35X,8900 THERMAL ST,Oakland,CA,"8900 THERMAL ST
Oakland, CA
(37.756603, -122.160552)"
FRAUD,10/16/2017 12:00:00 AM,17-916828,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,16Y,4000 GREENWOOD AVE,Oakland,CA,"4000 GREENWOOD AVE
Oakland, CA
(37.80694, -122.226082)"
DUI,11/19/2017 01:08:00 AM,17-060453,DUI ALCOHOL/DRUGS,30X,7800 INTERNATIONAL BLVD,Oakland,CA,"7800 INTERNATIONAL BLVD
Oakland, CA
(37.757398, -122.183186)"
THEFT/LARCENY,09/11/2017 01:17:00 PM,17-047674,BURGLARY-AUTO,30Y,2600 73RD AV,Oakland,CA,"2600 73RD AV
Oakland, CA
(37.76693, -122.175377)"
MOTOR VEHICLE THEFT,09/10/2017 08:00:00 PM,17-047768,SC STOLEN VEHICLE - AUTO,32X,10600 ROYAL ANN ST,Oakland,CA,"10600 ROYAL ANN ST
Oakland, CA
(37.736615, -122.170235)"
MOTOR VEHICLE THEFT,10/05/2017 04:30:00 PM,17-052318,VEHICLE THEFT - AUTO,05X,1900 MANDELA PKWY,Oakland,CA,"1900 MANDELA PKWY
Oakland, CA
(37.814641, -122.289923)"
MOTOR VEHICLE THEFT,10/19/2017 11:00:00 PM,17-055230,VEHICLE THEFT - AUTO,22X,2500 MACARTHUR BLVD,Oakland,CA,"2500 MACARTHUR BLVD
Oakland, CA
(37.799431, -122.212516)"
THEFT/LARCENY,11/09/2017 08:30:00 PM,17-058912,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
ASSAULT,09/01/2017 01:00:00 PM,17-045861,BATTERY,08X,2900 SUMMIT ST,Oakland,CA,"2900 SUMMIT ST
Oakland, CA
(37.818066, -122.264882)"
ASSAULT,09/08/2017 04:02:00 PM,17-047259,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02X,1200 14TH ST,Oakland,CA,"1200 14TH ST
Oakland, CA
(37.809844, -122.287176)"
WEAPONS,09/01/2017 12:30:00 PM,17-045856,POSSESS WEAPON/ETC ON CAMPUS:NOT FIREARM,35X,2300 84TH AV,Oakland,CA,"2300 84TH AV
Oakland, CA
(37.759261, -122.167514)"
ASSAULT,10/07/2017 05:15:00 PM,17-052660,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,1500 E 12TH ST,Oakland,CA,"1500 E 12TH ST
Oakland, CA
(37.787888, -122.245608)"
ROBBERY,10/06/2017 11:22:00 PM,17-052540,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31Y,500 HEGENBERGER RD,Oakland,CA,"500 HEGENBERGER RD
Oakland, CA
(37.742152, -122.196132)"
MOTOR VEHICLE THEFT,11/23/2017 11:00:00 PM,17-061322,VEHICLE THEFT - AUTO,14X,200 PERKINS ST,Oakland,CA,"200 PERKINS ST
Oakland, CA
(37.815173, -122.255893)"
FRAUD,09/06/2017 02:55:00 AM,17-046513,GET CREDIT/ETC OTHER'S ID,02Y,1800 14TH ST,Oakland,CA,"1800 14TH ST
Oakland, CA
(37.813704, -122.29867)"
VANDALISM,09/05/2017 07:20:00 AM,17-914056,VANDALISM,25X,4400 MASTERSON ST,Oakland,CA,"4400 MASTERSON ST
Oakland, CA
(37.78711, -122.193197)"
THEFT/LARCENY,09/11/2017 11:54:00 PM,17-047756,BURGLARY-AUTO,03X,1300 BLK WEBSTER,Oakland,CA,"1300 BLK WEBSTER
Oakland, CA
"
THEFT/LARCENY,08/29/2017 08:05:00 AM,17-913566,BURGLARY-AUTO,31Y,300 HEGENBERGER,Oakland,CA,"300 HEGENBERGER
Oakland, CA
(37.734696, -122.197574)"
MOTOR VEHICLE THEFT,09/01/2017 09:00:00 PM,17-046091,GRAND THEFT:AUTO,08X,3400 PIEDMONT AV,Oakland,CA,"3400 PIEDMONT AV
Oakland, CA
(37.821624, -122.259431)"
VANDALISM,10/23/2017 06:00:00 PM,17-916845,VANDALISM,09X,200 41ST ST,Oakland,CA,"200 41ST ST
Oakland, CA
(37.827541, -122.25388)"
THEFT/LARCENY,09/18/2017 07:00:00 PM,17-914718,BURGLARY-AUTO,12X,4400 TELEGRAPH AV,Oakland,CA,"4400 TELEGRAPH AV
Oakland, CA
(37.832591, -122.263509)"
THEFT/LARCENY,10/20/2017 08:00:00 PM,17-916826,THEFT,04X,1500 CLAY ST,Oakland,CA,"1500 CLAY ST
Oakland, CA
(37.805926, -122.273184)"
ASSAULT,10/29/2017 09:48:00 AM,17-056765,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,22Y,4600 REDWOOD RD,Oakland,CA,"4600 REDWOOD RD
Oakland, CA
(37.794247, -122.176751)"
THEFT/LARCENY,09/09/2017 11:15:00 PM,17-914263,THEFT,15X,200 ATHOL AVE,Oakland,CA,"200 ATHOL AVE
Oakland, CA
(37.800885, -122.251962)"
VANDALISM,10/11/2017 07:30:00 PM,17-916220,VANDALISM,12X,4500BLK SHATTUCK AVE,Oakland,CA,"4500BLK SHATTUCK AVE
Oakland, CA
(37.833147, -122.263586)"
BURGLARY,10/18/2017 01:00:00 AM,17-916817,BURGLARY-FORCIBLE ENTRY,25X,3400 35TH AVE,Oakland,CA,"3400 35TH AVE
Oakland, CA
(37.792358, -122.202898)"
THEFT/LARCENY,09/09/2017 05:40:00 AM,17-914215,BURGLARY-AUTO,,3300 LAKESHORE AVE,Oakland,CA,"3300 LAKESHORE AVE
Oakland, CA
(37.810746, -122.244051)"
THEFT/LARCENY,09/28/2017 03:10:00 PM,17-915351,BURGLARY-AUTO,22X,3800 HANLY ROAD,Oakland,CA,"3800 HANLY ROAD
Oakland, CA
(37.806663, -122.214681)"
HOMICIDE,10/29/2017 01:30:00 AM,17-056721,MURDER,02X,1200 8TH ST,Oakland,CA,"1200 8TH ST
Oakland, CA
(37.805125, -122.289094)"
BURGLARY,09/29/2017 01:00:00 AM,17-915380,BURGLARY-FORCIBLE ENTRY,,00 516 ST,Oakland,CA,"00 516 ST
Oakland, CA
"
SEX CRIMES,11/03/2017 04:50:00 AM,17-057714,DISORDERLY CONDUCT:PROSTITUTION,19X,1700 INTERNATIONAL BLVD,Oakland,CA,"1700 INTERNATIONAL BLVD
Oakland, CA
(37.787527, -122.242832)"
ASSAULT,11/24/2017 07:30:00 AM,17-061312,BATTERY,21X,2500 FOOTHILL BLVD,Oakland,CA,"2500 FOOTHILL BLVD
Oakland, CA
(37.784648, -122.23035)"
ROBBERY,11/24/2017 02:00:00 AM,17-061323,CARJACKING WITH KNIFE,14X,GRAND AVE / HARRISON ST,Oakland,CA,"GRAND AVE / HARRISON ST
Oakland, CA
"
THEFT/LARCENY,09/28/2017 09:45:00 PM,17-915346,BURGLARY-AUTO,09X,4000 PIEDMONT AVE,Oakland,CA,"4000 PIEDMONT AVE
Oakland, CA
(37.825445, -122.253685)"
THEFT/LARCENY,09/28/2017 08:20:00 PM,17-915420,GRAND THEFT,12Y,5900 COLLEGE AVE,Oakland,CA,"5900 COLLEGE AVE
Oakland, CA
(37.847307, -122.252061)"
MOTOR VEHICLE THEFT,11/10/2017 10:10:00 PM,17-059071,VEHICLE THEFT - AUTO,34X,9000 INTERNATIONAL BLVD,Oakland,CA,"9000 INTERNATIONAL BLVD
Oakland, CA
(37.74932, -122.174089)"
DISTURBING THE PEACE,08/30/2017 12:56:00 PM,17-045452,DISTURB THE PEACE,27Y,5400 WADEAN PL,Oakland,CA,"5400 WADEAN PL
Oakland, CA
(37.770297, -122.20372)"
THEFT/LARCENY,10/12/2017 09:00:00 PM,17-916199,BURGLARY-AUTO,08X,2600 TELEGRAPH AVE,Oakland,CA,"2600 TELEGRAPH AVE
Oakland, CA
(37.815778, -122.268012)"
THEFT/LARCENY,09/03/2017 09:40:00 PM,17-913935,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
THEFT/LARCENY,10/13/2017 11:45:00 PM,17-916201,BURGLARY-AUTO,14X,200 VERNON ST,Oakland,CA,"200 VERNON ST
Oakland, CA
(37.813509, -122.258949)"
VANDALISM,10/21/2017 02:30:00 PM,17-916769,VANDALISM,,4400 SHELLMOUND ST,Oakland,CA,"4400 SHELLMOUND ST
Oakland, CA
(37.831043, -122.292906)"
VANDALISM,10/24/2017 06:15:00 PM,17-916877,VANDALISM,08X,2300 WEBSTER ST,Oakland,CA,"2300 WEBSTER ST
Oakland, CA
(37.812134, -122.265203)"
ASSAULT,10/29/2017 11:15:00 AM,17-056775,BATTERY,30Y,2800 76TH AV,Oakland,CA,"2800 76TH AV
Oakland, CA
(37.767608, -122.169699)"
THEFT/LARCENY,10/01/2017 12:30:00 AM,17-915417,BURGLARY-AUTO,01X,12TH HARRISON ST,Oakland,CA,"12TH HARRISON ST
Oakland, CA
"
ASSAULT,11/11/2017 07:39:00 PM,17-059202,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,27Y,2200 62ND AV,Oakland,CA,"2200 62ND AV
Oakland, CA
(37.767244, -122.192598)"
THEFT/LARCENY,10/06/2017 09:49:00 PM,17-052526,BURGLARY-AUTO,03X,900 WEBSTER ST,Oakland,CA,"900 WEBSTER ST
Oakland, CA
(37.799945, -122.270933)"
ASSAULT,10/04/2017 10:05:00 PM,17-052106,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,26Y,1100 79TH AV,Oakland,CA,"1100 79TH AV
Oakland, CA
(37.75442, -122.186942)"
VANDALISM,10/23/2017 02:35:00 PM,17-916768,VANDALISM,,11TH ST,Oakland,CA,"11TH ST
Oakland, CA
"
VANDALISM,10/16/2017 09:49:00 PM,17-054413,VANDALISM,26Y,1200 65TH AV,Oakland,CA,"1200 65TH AV
Oakland, CA
(37.761683, -122.196239)"
DRUGS/ALCOHOL VIOLATIONS,09/08/2017 03:01:00 AM,17-047171,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",26X,1300 44TH AV,Oakland,CA,"1300 44TH AV
Oakland, CA
(37.771812, -122.213998)"
MOTOR VEHICLE THEFT,11/08/2017 11:00:00 AM,17-058987,VEHICLE THEFT - AUTO,18X,2000 23RD AV,Oakland,CA,"2000 23RD AV
Oakland, CA
(37.787593, -122.232019)"
ASSAULT,09/14/2017 12:30:00 AM,17-048184,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,10Y,700 47TH ST,Oakland,CA,"700 47TH ST
Oakland, CA
(37.835005, -122.267181)"
VANDALISM,01/01/2040 12:00:00 AM,14-031456,"VANDALISM [UNDER $1,000] (AMENDED)",20X,2600 E 12TH ST,Oakland,CA,"2600 E 12TH ST
Oakland, CA
(37.780036, -122.232767)"
MOTOR VEHICLE THEFT,10/06/2017 01:00:00 PM,17-052601,VEHICLE THEFT - AUTO,24X,3500 LYON AV,Oakland,CA,"3500 LYON AV
Oakland, CA
(37.787043, -122.211972)"
THEFT/LARCENY,09/07/2017 02:00:00 PM,17-914223,BURGLARY-AUTO,11X,5300 SHATTUCK AVE,Oakland,CA,"5300 SHATTUCK AVE
Oakland, CA
(37.838482, -122.264258)"
ROBBERY,10/09/2017 10:20:00 PM,17-053047,ROBBERY-FIREARM,33X,8600 E ST,Oakland,CA,"8600 E ST
Oakland, CA
(37.749367, -122.182935)"
THEFT/LARCENY,09/30/2017 11:25:00 AM,17-915415,BURGLARY-AUTO,22X,1900 CLEMENS ROAD,Oakland,CA,"1900 CLEMENS ROAD
Oakland, CA
(37.810282, -122.209754)"
ASSAULT,10/29/2017 08:09:00 AM,17-056750,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,07X,1000 24TH ST,Oakland,CA,"1000 24TH ST
Oakland, CA
(37.816472, -122.28021)"
THEFT/LARCENY,10/23/2017 06:20:00 PM,17-916842,BURGLARY-AUTO,04X,1400 WEBSTER ST,Oakland,CA,"1400 WEBSTER ST
Oakland, CA
(37.803604, -122.268653)"
THEFT/LARCENY,09/09/2017 04:45:00 AM,17-914327,BURGLARY-AUTO,10X,900 62ND ST,Oakland,CA,"900 62ND ST
Oakland, CA
(37.84637, -122.275511)"
THEFT/LARCENY,08/31/2017 08:00:00 AM,17-045896,THEFT,26Y,7200 SAN LEANDRO ST,Oakland,CA,"7200 SAN LEANDRO ST
Oakland, CA
(37.753613, -122.197109)"
THEFT/LARCENY,10/20/2017 09:05:00 PM,17-916856,GRAND THEFT,35Y,9000 MCGURRIN ROAD,Oakland,CA,"9000 MCGURRIN ROAD
Oakland, CA
(37.767263, -122.136476)"
MOTOR VEHICLE THEFT,09/15/2017 06:00:00 PM,17-048794,VEHICLE THEFT - AUTO,01X,100 3RD ST,Oakland,CA,"100 3RD ST
Oakland, CA
(37.793477, -122.267613)"
THEFT/LARCENY,09/05/2017 03:27:00 PM,17-046691,THEFT,31X,8400 EDGEWATER DR,Oakland,CA,"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
THEFT/LARCENY,09/09/2017 11:55:00 AM,17-914178,GRAND THEFT,19X,1000 5TH AVE,Oakland,CA,"1000 5TH AVE
Oakland, CA
(37.793887, -122.256448)"
THEFT/LARCENY,10/13/2017 06:45:00 PM,17-916242,BURGLARY-AUTO,04X,1500 FRANKLIN ST,Oakland,CA,"1500 FRANKLIN ST
Oakland, CA
(37.804815, -122.269353)"
ASSAULT,10/07/2017 08:56:00 AM,17-052586,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,2400 FRUITVALE AV,Oakland,CA,"2400 FRUITVALE AV
Oakland, CA
(37.786966, -122.221471)"
ASSAULT,09/04/2017 02:26:00 AM,17-046322,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14Y,600 RAND AV,Oakland,CA,"600 RAND AV
Oakland, CA
(37.810177, -122.246622)"
SEX CRIMES,09/06/2017 04:14:00 PM,17-046891,DISORDERLY CONDUCT:PROSTITUTION,07X,3600 MANDELA PKWY,Oakland,CA,"3600 MANDELA PKWY
Oakland, CA
(37.827326, -122.289221)"
ROBBERY,09/12/2017 11:00:00 AM,17-047824,ROBBERY-KNIFE OR CUTTING INSTRUMENT,03Y,900 BROADWAY,Oakland,CA,"900 BROADWAY
Oakland, CA
(37.800874, -122.27328)"
ASSAULT,11/24/2017 12:55:00 PM,17-061364,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,09X,5100 BROADWAY,Oakland,CA,"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)"
THEFT/LARCENY,08/29/2017 04:25:00 AM,17-913570,THEFT,22X,3900 LYMAN ROAD,Oakland,CA,"3900 LYMAN ROAD
Oakland, CA
(37.806061, -122.213868)"
THEFT/LARCENY,09/19/2017 11:00:00 AM,17-914730,BURGLARY-AUTO,07X,2500 MANDELA PKWY,Oakland,CA,"2500 MANDELA PKWY
Oakland, CA
(37.81977, -122.288991)"
THEFT/LARCENY,10/23/2017 08:00:00 PM,17-916822,BURGLARY-AUTO,03X,800 FRANKLIN ST,Oakland,CA,"800 FRANKLIN ST
Oakland, CA
(37.799854, -122.272477)"
MOTOR VEHICLE THEFT,09/07/2017 12:30:00 PM,17-047057,VEHICLE THEFT - AUTO,24Y,2600 BARTLETT ST,Oakland,CA,"2600 BARTLETT ST
Oakland, CA
(37.788991, -122.210455)"
DRUGS/ALCOHOL VIOLATIONS,11/24/2017 02:00:00 PM,17-061355,POSSESS NARCOTIC CONTROLLED SUBSTANCE,34X,9500 SUNNYSIDE ST,Oakland,CA,"9500 SUNNYSIDE ST
Oakland, CA
(37.749961, -122.164426)"
THEFT/LARCENY,09/07/2017 06:05:00 PM,17-914160,BURGLARY-AUTO,23X,4000 ALAMEDA AVE,Oakland,CA,"4000 ALAMEDA AVE
Oakland, CA
(37.768208, -122.22405)"
ASSAULT,10/05/2017 09:30:00 PM,17-052497,BATTERY,30Y,2700 PARKER AV,Oakland,CA,"2700 PARKER AV
Oakland, CA
(37.764938, -122.16996)"
THEFT/LARCENY,09/02/2017 05:00:00 AM,17-913871,GRAND THEFT,09X,00 MONTE VISTA AVE,Oakland,CA,"00 MONTE VISTA AVE
Oakland, CA
"
ASSAULT,09/07/2017 07:04:00 PM,17-047111,ADW NOT F/ARM:PO/FIRE:GBI,77X,105TH AV,Oakland,CA,"105TH AV
Oakland, CA
"
THEFT/LARCENY,09/05/2017 07:15:00 PM,17-914046,BURGLARY-AUTO,12X,500 49TH ST,Oakland,CA,"500 49TH ST
Oakland, CA
(37.835756, -122.262788)"
ASSAULT,11/23/2017 01:20:00 AM,17-061139,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,09X,200 W MACARTHUR BLVD,Oakland,CA,"200 W MACARTHUR BLVD
Oakland, CA
(37.822651, -122.255684)"
ASSAULT,09/06/2017 01:25:00 PM,17-046864,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,700 E 15TH ST,Oakland,CA,"700 E 15TH ST
Oakland, CA
(37.794926, -122.251247)"
ROBBERY,11/11/2017 02:30:00 AM,17-059103,ATTEMPTED ROBBERY-FIREARM,12X,4400 TELEGRAPH AV,Oakland,CA,"4400 TELEGRAPH AV
Oakland, CA
(37.832591, -122.263509)"
THEFT/LARCENY,10/12/2017 09:30:00 PM,17-916232,BURGLARY-AUTO,12X,4100 EMERALD ST,Oakland,CA,"4100 EMERALD ST
Oakland, CA
(37.828622, -122.256757)"
ASSAULT,10/28/2017 02:29:00 PM,17-056639,THREAT CRIME:INT:TERRORIZE,02X,700 MARKET ST,Oakland,CA,"700 MARKET ST
Oakland, CA
(37.803019, -122.282748)"
FRAUD,10/03/2017 09:05:00 AM,17-916191,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,03X,800 FRANKLIN ST,Oakland,CA,"800 FRANKLIN ST
Oakland, CA
(37.799854, -122.272477)"
MOTOR VEHICLE THEFT,09/28/2017 01:30:00 AM,17-051199,VEHICLE THEFT - AUTO,27Y,5300 WENTWORTH AV,Oakland,CA,"5300 WENTWORTH AV
Oakland, CA
(37.770625, -122.202733)"
ASSAULT,09/06/2017 11:23:00 PM,17-046961,THREAT CRIME:INT:TERRORIZE,21X,2400 26TH AV,Oakland,CA,"2400 26TH AV
Oakland, CA
(37.78864, -122.225217)"
BURGLARY,08/28/2017 10:00:00 PM,17-045238,BURGLARY-NO FORCE,29X,1800 GRAND VIEW DR,Oakland,CA,"1800 GRAND VIEW DR
Oakland, CA
"
ASSAULT,11/22/2017 12:00:00 PM,17-061232,BATTERY,21X,2600 E 27TH ST,Oakland,CA,"2600 E 27TH ST
Oakland, CA
(37.79142, -122.22244)"
MOTOR VEHICLE THEFT,11/23/2017 09:00:00 AM,17-061205,VEHICLE THEFT - AUTO,15X,600 WESLEY AVE,Oakland,CA,"600 WESLEY AVE
Oakland, CA
(37.806654, -122.246644)"
ROBBERY,10/16/2017 03:53:00 PM,17-054347,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,1400 44TH AV,Oakland,CA,"1400 44TH AV
Oakland, CA
(37.77228, -122.213733)"
DRUGS/ALCOHOL VIOLATIONS,09/18/2017 02:32:00 AM,17-048896,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,19X,1500 22ND AV,Oakland,CA,"1500 22ND AV
Oakland, CA
(37.785619, -122.236892)"
THEFT/LARCENY,09/08/2017 12:00:00 AM,17-914146,THEFT,29X,3800 DELMONT AVE,Oakland,CA,"3800 DELMONT AVE
Oakland, CA
(37.777661, -122.173956)"
ROBBERY,11/17/2017 10:18:00 AM,17-060164,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03Y,1300 BROADWAY,Oakland,CA,"1300 BROADWAY
Oakland, CA
(37.803663, -122.271636)"
ASSAULT,11/02/2017 02:31:00 AM,17-057487,ASLT W/FIREARM ON PERSON,34X,1400 98TH AV,Oakland,CA,"1400 98TH AV
Oakland, CA
(37.744413, -122.170456)"
THEFT/LARCENY,11/10/2017 07:22:00 PM,17-059053,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,22X,3300 FRUITVALE AV,Oakland,CA,"3300 FRUITVALE AV
Oakland, CA
(37.798748, -122.216742)"
FRAUD,09/13/2017 02:37:00 PM,17-048081,GET CREDIT/ETC OTHER'S ID,30X,1700 79TH AV,Oakland,CA,"1700 79TH AV
Oakland, CA
(37.759418, -122.177585)"
FRAUD,10/11/2017 03:00:00 PM,17-916243,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,11X,600 66TH ST,Oakland,CA,"600 66TH ST
Oakland, CA
(37.85165, -122.263199)"
THEFT/LARCENY,10/12/2017 07:10:00 PM,17-916190,BURGLARY-AUTO,02X,1200 7TH ST,Oakland,CA,"1200 7TH ST
Oakland, CA
(37.804371, -122.290354)"
ASSAULT,09/10/2017 12:05:00 PM,17-047544,THREAT CRIME:INT:TERRORIZE,06X,800 34TH ST,Oakland,CA,"800 34TH ST
Oakland, CA
(37.824014, -122.272691)"
